,,,,Class,Property
"71829.89600,71829.89600,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/weight",71829.896,71829.896,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/weight
"543571.81081,543571.81081,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/years",543571.8108,543571.8108,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/years,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/years
"222.76000,222.76000,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/imageSize",222.76,222.76,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/imageSize,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/imageSize
"190.45000,190.45000,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/imagesize",190.45,190.45,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/imagesize,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/imagesize
"1943.38554,1943.38554,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/birthDate",1943.38554,1943.38554,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/birthDate,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/birthDate
"884.23474,884.23474,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/height",884.23474,884.23474,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/height,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/height
"260283712.47423,260283712.47423,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/event",260283712.5,260283712.5,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/event,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/event
"1749570.91429,1749570.91429,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/imdbId",1749570.914,1749570.914,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/ontology/imdbId,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/ontology/imdbId
"639.92760,639.92760,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/time",639.9276,639.9276,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/time,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/time
"5.86300,5.86300,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/eventsort",5.863,5.863,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/eventsort,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/eventsort
"2008.64815,2008.64815,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/header",2008.64815,2008.64815,http://dbpedia.org/ontology/Swimmer - http://dbpedia.org/property/header,http://dbpedia.org/ontology/Swimmer , http://dbpedia.org/property/header
"734483441.72000,734483441.72000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/wikiPageRevisionID",734483441.7,734483441.7,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/ontology/wikiPageRevisionID
"16481472.86000,16481472.86000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/wikiPageID",16481472.86,16481472.86,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/ontology/wikiPageID
"5.75510,5.75510,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/singlestitles",5.7551,5.7551,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/singlestitles,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/singlestitles
"5.23469,5.23469,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/doublestitles",5.23469,5.23469,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/doublestitles,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/doublestitles
"147.15000,147.15000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/singlesrecord",147.15,147.15,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/singlesrecord,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/singlesrecord
"104.20000,104.20000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/doublesrecord",104.2,104.2,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/doublesrecord,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/doublesrecord
"1639300.79129,1639300.79129,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/careerPrizeMoney",1639300.791,1639300.791,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/careerPrizeMoney,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/ontology/careerPrizeMoney
"2.53125,2.53125,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonresult",2.53125,2.53125,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/wimbledonresult
"2.35714,2.35714,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopenresult",2.35714,2.35714,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopenresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/usopenresult
"2.30645,2.30645,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopenresult",2.30645,2.30645,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopenresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/frenchopenresult
"1.78237,1.78237,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/height",1.78237,1.78237,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/ontology/height
"178.23660,178.23660,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/Person/height",178.2366,178.2366,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/ontology/Person/height
"1987.48485,1987.48485,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/turnedpro",1987.48485,1987.48485,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/turnedpro,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/turnedpro
"2.29508,2.29508,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopenresult",2.29508,2.29508,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopenresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/australianopenresult
"1.94915,1.94915,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledondoublesresult",1.94915,1.94915,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledondoublesresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/wimbledondoublesresult
"1.76667,1.76667,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopendoublesresult",1.76667,1.76667,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopendoublesresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/usopendoublesresult
"1.81967,1.81967,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopendoublesresult",1.81967,1.81967,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopendoublesresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/frenchopendoublesresult
"1.71875,1.71875,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopendoublesresult",1.71875,1.71875,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopendoublesresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/australianopendoublesresult
"1991.62222,1991.62222,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/retired",1991.62222,1991.62222,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/retired,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/retired
"2.43182,2.43182,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonmixedresult",2.43182,2.43182,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonmixedresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/wimbledonmixedresult
"8.19178,8.19178,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/fedcupresult",8.19178,8.19178,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/fedcupresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/fedcupresult
"23764102.94643,23764102.94643,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/id",23764102.95,23764102.95,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/id,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/id
"4.08642,4.08642,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/olympicsresult",4.08642,4.08642,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/olympicsresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/olympicsresult
"1.79710,1.79710,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonjuniorresult",1.7971,1.7971,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledonjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/wimbledonjuniorresult
"1.64865,1.64865,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopenjuniorresult",1.64865,1.64865,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopenjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/frenchopenjuniorresult
"1.61538,1.61538,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopenjuniorresult",1.61538,1.61538,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopenjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/usopenjuniorresult
"1985.13000,1985.13000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/tennishofyear",1985.13,1985.13,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/tennishofyear,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/tennishofyear
"3.85915,3.85915,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/olympicsdoublesresult",3.85915,3.85915,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/olympicsdoublesresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/olympicsdoublesresult
"1.54237,1.54237,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledondoublesjuniorresult",1.54237,1.54237,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/wimbledondoublesjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/wimbledondoublesjuniorresult
"1.45763,1.45763,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopendoublesjuniorresult",1.45763,1.45763,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/frenchopendoublesjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/frenchopendoublesjuniorresult
"1.44262,1.44262,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopendoublesjuniorresult",1.44262,1.44262,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/usopendoublesjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/usopendoublesjuniorresult
"1.82759,1.82759,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopenjuniorresult",1.82759,1.82759,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopenjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/australianopenjuniorresult
"1.40816,1.40816,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopendoublesjuniorresult",1.40816,1.40816,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/australianopendoublesjuniorresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/australianopendoublesjuniorresult
"1.84848,1.84848,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/mixedtitles",1.84848,1.84848,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/mixedtitles,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/mixedtitles
"127.69184,127.69184,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/height",127.69184,127.69184,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/height,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/height
"57338080.13000,57338080.13000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/number",57338080.13,57338080.13,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/number,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/number
"2000.90789,2000.90789,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/years",2000.90789,2000.90789,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/years,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/years
"235.30882,235.30882,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/imageSize",235.30882,235.30882,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/imageSize,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/imageSize
"1897.43103,1897.43103,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/birthDate",1897.43103,1897.43103,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/birthDate,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/birthDate
"2.35484,2.35484,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/whccresult",2.35484,2.35484,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/whccresult,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/whccresult
"12.97674,12.97674,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/mixedrecord",12.97674,12.97674,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/mixedrecord,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/mixedrecord
"2001.17391,2001.17391,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/coachyears",2001.17391,2001.17391,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/coachyears,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/coachyears
"33.57000,33.57000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/won",33.57,33.57,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/won,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/won
"27.62000,27.62000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/lost",27.62,27.62,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/lost,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/lost
"776.05769,776.05769,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/coachtournamentrecord",776.05769,776.05769,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/coachtournamentrecord,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/coachtournamentrecord
"405.70968,405.70968,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/width",405.70968,405.70968,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/width,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/width
"37.89189,37.89189,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/w",37.89189,37.89189,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/w,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/w
"19.80000,19.80000,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/l",19.8,19.8,http://dbpedia.org/ontology/TennisPlayer - http://dbpedia.org/property/l,http://dbpedia.org/ontology/TennisPlayer , http://dbpedia.org/property/l
"735606195.33000,735606195.33000,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/wikiPageRevisionID",735606195.3,735606195.3,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/wikiPageRevisionID
"24023263.94000,24023263.94000,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/wikiPageID",24023263.94,24023263.94,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/wikiPageID
"3.75849,3.75849,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/height",3.75849,3.75849,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/height
"375.84860,375.84860,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/Person/height",375.8486,375.8486,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/Person/height
"87.60204,87.60204,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/currentnumber",87.60204,87.60204,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/currentnumber,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/currentnumber
"2004.13131,2004.13131,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/nationalyears",2004.13131,2004.13131,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/nationalyears,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/nationalyears
"202806.63000,202806.63000,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/years",202806.63,202806.63,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/years,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/years
"79.48976,79.48976,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/Person/weight",79.48976,79.48976,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/Person/weight,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/Person/weight
"79489.76000,79489.76000,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/weight",79489.76,79489.76,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/ontology/weight
"223.90244,223.90244,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/imagesize",223.90244,223.90244,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/imagesize,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/imagesize
"-211224.64894,-211224.64894,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/currentyears",-211224.6489,-211224.6489,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/currentyears,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/currentyears
"204.13793,204.13793,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/imageSize",204.13793,204.13793,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/imageSize,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/imageSize
"20.08824,20.08824,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/tours(points)_",20.08824,20.08824,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/tours(points)_,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/tours(points)_
"11777651123.91176,11777651123.91176,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/resultyears",11777651124,11777651124,http://dbpedia.org/ontology/VolleyballPlayer - http://dbpedia.org/property/resultyears,http://dbpedia.org/ontology/VolleyballPlayer , http://dbpedia.org/property/resultyears
"735837693.03000,735837693.03000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/wikiPageRevisionID",735837693,735837693,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/wikiPageRevisionID
"17664672.55000,17664672.55000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/wikiPageID",17664672.55,17664672.55,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/wikiPageID
"1.78409,1.78409,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/height",1.78409,1.78409,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/height
"178.40940,178.40940,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/Person/height",178.4094,178.4094,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/Person/height,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/Person/height
"97.61642,97.61642,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/Person/weight",97.61642,97.61642,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/Person/weight,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/Person/weight
"97616.41600,97616.41600,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/weight",97616.416,97616.416,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/weight,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/weight
"1985.59740,1985.59740,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/debut",1985.5974,1985.5974,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/debut,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/debut
"1996.23000,1996.23000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/activeYearsEndYear",1996.23,1996.23,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/activeYearsEndYear,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/activeYearsEndYear
"429.08000,429.08000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/record",429.08,429.08,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/record,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/record
"2.32323,2.32323,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/yushos",2.32323,2.32323,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/yushos,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/yushos
"15.16000,15.16000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/rNo",15.16,15.16,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/rNo,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/rNo
"2.32099,2.32099,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/children",2.32099,2.32099,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/children,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/children
"4.17172,4.17172,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/loss",4.17172,4.17172,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/loss,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/loss
"1.62000,1.62000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/win",1.62,1.62,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/win,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/win
"210.56000,210.56000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/imageSize",210.56,210.56,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/imageSize,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/imageSize
"6951.94000,6951.94000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/absent",6951.94,6951.94,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/absent,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/absent
"1226403.71000,1226403.71000,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/imdbId",1226403.71,1226403.71,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/ontology/imdbId,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/ontology/imdbId
"4.08333,4.08333,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/goldstars",4.08333,4.08333,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/goldstars,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/goldstars
"1938.63333,1938.63333,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/birthDate",1938.63333,1938.63333,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/birthDate,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/birthDate
"133.75581,133.75581,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/width",133.75581,133.75581,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/width,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/width
"36.78571,36.78571,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/number",36.78571,36.78571,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/number,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/number
"1929.45902,1929.45902,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/active",1929.45902,1929.45902,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/active,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/active
"0.98462,0.98462,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/subLosses",0.98462,0.98462,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/subLosses,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/subLosses
"1.32258,1.32258,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/subWins",1.32258,1.32258,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/subWins,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/subWins
"0.81967,0.81967,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/koWins",0.81967,0.81967,http://dbpedia.org/ontology/Wrestler - http://dbpedia.org/property/koWins,http://dbpedia.org/ontology/Wrestler , http://dbpedia.org/property/koWins
